Selection,View,Channel,Begin File_x,Begin Time (s),End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species Code,Common Name,Confidence,birdnetfile,site,bins,realID,reviewer_1,reviewer_2,ID,sample_id,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label
2818,Spectrogram 1,1,20230523_200000.WAV,12225,12228,0,15000,t-11113588,American Bullfrog,0.5507,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV1222512228BD-30175A,Diana,Camille,448,t-11113588_448,,,,,,0
1469,Spectrogram 1,1,20230524_200000.WAV,7329,7332,0,15000,t-11113588,American Bullfrog,0.5009,20230524_200000.BirdNET.selection.table.txt,BD-30175A,3,20230524_200000.WAV73297332BD-30175A,Ethan,Rohit,449,t-11113588_449,,,,,,0
2232,Spectrogram 1,1,20230520_000000.WAV,9285,9288,0,15000,t-11113588,American Bullfrog,0.112,20230520_000000.BirdNET.selection.table.txt,BD-30175A,1,20230520_000000.WAV92859288BD-30175A,Camille,Rohit,45,t-11113588_45,,,,,,0
160,Spectrogram 1,1,20230522_200000.WAV,504,507,0,15000,t-11113588,American Bullfrog,0.5927,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV504507BD-30175A,Amy,Diana,450,t-11113588_450,,,,,,0
1229,Spectrogram 1,1,20230520_200000.WAV,9354,9357,0,15000,t-11113588,American Bullfrog,0.5054,20230520_200000.BirdNET.selection.table.txt,BD-30175A,3,20230520_200000.WAV93549357BD-30175A,Ann,Amy,451,t-11113588_451,,,,,,0
488,Spectrogram 1,1,20230525_000000.WAV,5454,5457,0,15000,t-11113588,American Bullfrog,0.5009,20230525_000000.BirdNET.selection.table.txt,BD-30175A,3,20230525_000000.WAV54545457BD-30175A,Rohit,Diana,452,t-11113588_452,,,,,,0
772,Spectrogram 1,1,20230522_200000.WAV,2445,2448,0,15000,t-11113588,American Bullfrog,0.5451,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV24452448BD-30175A,Camille,Ethan,453,t-11113588_453,,,,,,0
471,Spectrogram 1,1,20230525_000000.WAV,5433,5436,0,15000,t-11113588,American Bullfrog,0.5053,20230525_000000.BirdNET.selection.table.txt,BD-30175A,3,20230525_000000.WAV54335436BD-30175A,Diana,Amy,454,t-11113588_454,,,,,,0
237,Spectrogram 1,1,20230525_000000.WAV,3957,3960,0,15000,t-11113588,American Bullfrog,0.5089,20230525_000000.BirdNET.selection.table.txt,BD-30175A,3,20230525_000000.WAV39573960BD-30175A,Ethan,Camille,455,t-11113588_455,,,,,,0
1922,Spectrogram 1,1,20230523_000000.WAV,32313,32316,0,15000,t-11113588,American Bullfrog,0.5054,20230523_000000.BirdNET.selection.table.txt,BD-30175A,3,20230523_000000.WAV3231332316BD-30175A,Amy,Ann,456,t-11113588_456,,,,,,0
2546,Spectrogram 1,1,20230525_200000.WAV,11124,11127,0,15000,t-11113588,American Bullfrog,0.5161,20230525_200000.BirdNET.selection.table.txt,BD-30175A,3,20230525_200000.WAV1112411127BD-30175A,Ann,Amy,457,t-11113588_457,,,,,,0
2646,Spectrogram 1,1,20230525_200000.WAV,11772,11775,0,15000,t-11113588,American Bullfrog,0.552,20230525_200000.BirdNET.selection.table.txt,BD-30175A,3,20230525_200000.WAV1177211775BD-30175A,Rohit,Camille,458,t-11113588_458,,,,,,0
929,Spectrogram 1,1,20230525_000000.WAV,14070,14073,0,15000,t-11113588,American Bullfrog,0.5975,20230525_000000.BirdNET.selection.table.txt,BD-30175A,3,20230525_000000.WAV1407014073BD-30175A,Camille,Ethan,459,t-11113588_459,,,,,,0
2053,Spectrogram 1,1,20230522_200000.WAV,12627,12630,0,15000,t-11113588,American Bullfrog,0.1371,20230522_200000.BirdNET.selection.table.txt,BD-30175A,1,20230522_200000.WAV1262712630BD-30175A,Diana,Ann,46,t-11113588_46,,,,,,0
403,Spectrogram 1,1,20230526_000000.WAV,3255,3258,0,15000,t-11113588,American Bullfrog,0.5109,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,20230526_000000.WAV32553258BD-30175A,Diana,Rohit,460,t-11113588_460,,,,,,0
932,Spectrogram 1,1,20230526_000000.WAV,8613,8616,0,15000,t-11113588,American Bullfrog,0.5582,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,20230526_000000.WAV86138616BD-30175A,Ethan,Ann,461,t-11113588_461,,,,,,0
1674,Spectrogram 1,1,20230522_000000.WAV,30306,30309,0,15000,t-11113588,American Bullfrog,0.5399,20230522_000000.BirdNET.selection.table.txt,BD-30175A,3,20230522_000000.WAV3030630309BD-30175A,Amy,Ethan,462,t-11113588_462,,,,,,0
2896,Spectrogram 1,1,20230525_200000.WAV,13329,13332,0,15000,t-11113588,American Bullfrog,0.5583,20230525_200000.BirdNET.selection.table.txt,BD-30175A,3,20230525_200000.WAV1332913332BD-30175A,Ann,Camille,463,t-11113588_463,,,,,,0
1822,Spectrogram 1,1,20230522_200000.WAV,9303,9306,0,15000,t-11113588,American Bullfrog,0.519,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV93039306BD-30175A,Rohit,Amy,464,t-11113588_464,,,,,,0
988,Spectrogram 1,1,20230522_200000.WAV,3093,3096,0,15000,t-11113588,American Bullfrog,0.5194,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV30933096BD-30175A,Camille,Ann,465,t-11113588_465,,,,,,0
2062,Spectrogram 1,1,20230526_200000.WAV,10755,10758,0,15000,t-11113588,American Bullfrog,0.5263,20230526_200000.BirdNET.selection.table.txt,BD-30175A,3,20230526_200000.WAV1075510758BD-30175A,Diana,Ann,466,t-11113588_466,,,,,,0
1017,Spectrogram 1,1,20230520_000000.WAV,3639,3642,0,15000,t-11113588,American Bullfrog,0.568,20230520_000000.BirdNET.selection.table.txt,BD-30175A,3,20230520_000000.WAV36393642BD-30175A,Ethan,Rohit,467,t-11113588_467,,,,,,0
1,Spectrogram 1,1,20230524_000000.WAV,0,3,0,15000,t-11113588,American Bullfrog,0.5887,20230524_000000.BirdNET.selection.table.txt,BD-30175A,3,20230524_000000.WAV03BD-30175A,Amy,Diana,468,t-11113588_468,,,,,,0
156,Spectrogram 1,1,20230522_200000.WAV,495,498,0,15000,t-11113588,American Bullfrog,0.5433,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV495498BD-30175A,Ann,Camille,469,t-11113588_469,,,,,,0
1102,Spectrogram 1,1,20230522_200000.WAV,3408,3411,0,15000,t-11113588,American Bullfrog,0.1269,20230522_200000.BirdNET.selection.table.txt,BD-30175A,1,20230522_200000.WAV34083411BD-30175A,Ethan,Ann,47,t-11113588_47,,,,,,0
2163,Spectrogram 1,1,20230520_000000.WAV,9006,9009,0,15000,t-11113588,American Bullfrog,0.5492,20230520_000000.BirdNET.selection.table.txt,BD-30175A,3,20230520_000000.WAV90069009BD-30175A,Rohit,Ann,470,t-11113588_470,,,,,,0
2148,Spectrogram 1,1,20230522_200000.WAV,13221,13224,0,15000,t-11113588,American Bullfrog,0.5315,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV1322113224BD-30175A,Camille,Ann,471,t-11113588_471,,,,,,0
168,Spectrogram 1,1,20230522_200000.WAV,561,564,0,15000,t-11113588,American Bullfrog,0.5094,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV561564BD-30175A,Diana,Ann,472,t-11113588_472,,,,,,0
296,Spectrogram 1,1,20230526_000000.WAV,2343,2346,0,15000,t-11113588,American Bullfrog,0.5678,20230526_000000.BirdNET.selection.table.txt,BD-30175A,3,20230526_000000.WAV23432346BD-30175A,Ethan,Diana,473,t-11113588_473,,,,,,0
2056,Spectrogram 1,1,20230523_200000.WAV,9285,9288,0,15000,t-11113588,American Bullfrog,0.5464,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV92859288BD-30175A,Amy,Ann,474,t-11113588_474,,,,,,0
2238,Spectrogram 1,1,20230523_200000.WAV,10521,10524,0,15000,t-11113588,American Bullfrog,0.5816,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV1052110524BD-30175A,Ann,Diana,475,t-11113588_475,,,,,,0
2022,Spectrogram 1,1,20230523_200000.WAV,9159,9162,0,15000,t-11113588,American Bullfrog,0.5084,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV91599162BD-30175A,Rohit,Camille,476,t-11113588_476,,,,,,0
2824,Spectrogram 1,1,20230523_200000.WAV,12237,12240,0,15000,t-11113588,American Bullfrog,0.5921,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV1223712240BD-30175A,Camille,Ann,477,t-11113588_477,,,,,,0
2504,Spectrogram 1,1,20230523_200000.WAV,11382,11385,0,15000,t-11113588,American Bullfrog,0.5898,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV1138211385BD-30175A,Diana,Ann,478,t-11113588_478,,,,,,0
374,Spectrogram 1,1,20230522_200000.WAV,1164,1167,0,15000,t-11113588,American Bullfrog,0.5697,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV11641167BD-30175A,Ethan,Amy,479,t-11113588_479,,,,,,0
1676,Spectrogram 1,1,20230522_000000.WAV,30333,30336,0,15000,t-11113588,American Bullfrog,0.1729,20230522_000000.BirdNET.selection.table.txt,BD-30175A,1,20230522_000000.WAV3033330336BD-30175A,Amy,Camille,48,t-11113588_48,,,,,,0
1166,Spectrogram 1,1,20230520_200000.WAV,8796,8799,0,15000,t-11113588,American Bullfrog,0.5722,20230520_200000.BirdNET.selection.table.txt,BD-30175A,3,20230520_200000.WAV87968799BD-30175A,Amy,Ethan,480,t-11113588_480,,,,,,0
2404,Spectrogram 1,1,20230523_200000.WAV,11133,11136,0,15000,t-11113588,American Bullfrog,0.5928,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV1113311136BD-30175A,Ann,Ethan,481,t-11113588_481,,,,,,0
1298,Spectrogram 1,1,20230523_000000.WAV,26262,26265,0,15000,t-11113588,American Bullfrog,0.5382,20230523_000000.BirdNET.selection.table.txt,BD-30175A,3,20230523_000000.WAV2626226265BD-30175A,Rohit,Ethan,482,t-11113588_482,,,,,,0
397,Spectrogram 1,1,20230522_200000.WAV,1293,1296,0,15000,t-11113588,American Bullfrog,0.5202,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV12931296BD-30175A,Camille,Ethan,483,t-11113588_483,,,,,,0
2770,Spectrogram 1,1,20230525_000000.WAV,32148,32151,0,15000,t-11113588,American Bullfrog,0.5715,20230525_000000.BirdNET.selection.table.txt,BD-30175A,3,20230525_000000.WAV3214832151BD-30175A,Diana,Amy,484,t-11113588_484,,,,,,0
1815,Spectrogram 1,1,20230520_200000.WAV,12456,12459,0,15000,t-11113588,American Bullfrog,0.5298,20230520_200000.BirdNET.selection.table.txt,BD-30175A,3,20230520_200000.WAV1245612459BD-30175A,Ethan,Diana,485,t-11113588_485,,,,,,0
1977,Spectrogram 1,1,20230525_200000.WAV,8445,8448,0,15000,t-11113588,American Bullfrog,0.5132,20230525_200000.BirdNET.selection.table.txt,BD-30175A,3,20230525_200000.WAV84458448BD-30175A,Amy,Ann,486,t-11113588_486,,,,,,0
1598,Spectrogram 1,1,20230522_200000.WAV,6045,6048,0,15000,t-11113588,American Bullfrog,0.5726,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV60456048BD-30175A,Ann,Diana,487,t-11113588_487,,,,,,0
2163,Spectrogram 1,1,20230523_200000.WAV,9924,9927,0,15000,t-11113588,American Bullfrog,0.5534,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV99249927BD-30175A,Rohit,Amy,488,t-11113588_488,,,,,,0
1062,Spectrogram 1,1,20230520_200000.WAV,8268,8271,0,15000,t-11113588,American Bullfrog,0.5657,20230520_200000.BirdNET.selection.table.txt,BD-30175A,3,20230520_200000.WAV82688271BD-30175A,Camille,Ethan,489,t-11113588_489,,,,,,0
799,Spectrogram 1,1,20230525_200000.WAV,3486,3489,0,15000,t-11113588,American Bullfrog,0.1395,20230525_200000.BirdNET.selection.table.txt,BD-30175A,1,20230525_200000.WAV34863489BD-30175A,Ann,Rohit,49,t-11113588_49,,,,,,0
2640,Spectrogram 1,1,20230525_200000.WAV,11766,11769,0,15000,t-11113588,American Bullfrog,0.5475,20230525_200000.BirdNET.selection.table.txt,BD-30175A,3,20230525_200000.WAV1176611769BD-30175A,Diana,Rohit,490,t-11113588_490,,,,,,0
501,Spectrogram 1,1,20230523_200000.WAV,1800,1803,0,15000,t-11113588,American Bullfrog,0.5075,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV18001803BD-30175A,Ethan,Ann,491,t-11113588_491,,,,,,0
3049,Spectrogram 1,1,20230523_200000.WAV,13026,13029,0,15000,t-11113588,American Bullfrog,0.565,20230523_200000.BirdNET.selection.table.txt,BD-30175A,3,20230523_200000.WAV1302613029BD-30175A,Amy,Diana,492,t-11113588_492,,,,,,0
130,Spectrogram 1,1,20230521_200000.WAV,3033,3036,0,15000,t-11113588,American Bullfrog,0.5133,20230521_200000.BirdNET.selection.table.txt,BD-30175A,3,20230521_200000.WAV30333036BD-30175A,Ann,Rohit,493,t-11113588_493,,,,,,0
1398,Spectrogram 1,1,20230526_200000.WAV,6708,6711,0,15000,t-11113588,American Bullfrog,0.5788,20230526_200000.BirdNET.selection.table.txt,BD-30175A,3,20230526_200000.WAV67086711BD-30175A,Rohit,Diana,494,t-11113588_494,,,,,,0
551,Spectrogram 1,1,20230526_200000.WAV,3891,3894,0,15000,t-11113588,American Bullfrog,0.5304,20230526_200000.BirdNET.selection.table.txt,BD-30175A,3,20230526_200000.WAV38913894BD-30175A,Camille,Ann,495,t-11113588_495,,,,,,0
1325,Spectrogram 1,1,20230522_200000.WAV,4107,4110,0,15000,t-11113588,American Bullfrog,0.5513,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV41074110BD-30175A,Diana,Camille,496,t-11113588_496,,,,,,0
329,Spectrogram 1,1,20230522_200000.WAV,1011,1014,0,15000,t-11113588,American Bullfrog,0.5293,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV10111014BD-30175A,Ethan,Camille,497,t-11113588_497,,,,,,0
747,Spectrogram 1,1,20230522_200000.WAV,2382,2385,0,15000,t-11113588,American Bullfrog,0.5314,20230522_200000.BirdNET.selection.table.txt,BD-30175A,3,20230522_200000.WAV23822385BD-30175A,Amy,Rohit,498,t-11113588_498,,,,,,0
602,Spectrogram 1,1,20230524_200000.WAV,2556,2559,0,15000,t-11113588,American Bullfrog,0.5703,20230524_200000.BirdNET.selection.table.txt,BD-30175A,3,20230524_200000.WAV25562559BD-30175A,Ann,Diana,499,t-11113588_499,,,,,,0
2114,Spectrogram 1,1,20230521_200000.WAV,6585,6588,0,15000,t-11113588,American Bullfrog,0.1286,20230521_200000.BirdNET.selection.table.txt,BD-29267A,1,20230521_200000.WAV65856588BD-29267A,Ethan,Camille,5,t-11113588_5,,,,,,0
1146,Spectrogram 1,1,20230522_200000.WAV,3615,3618,0,15000,t-11113588,American Bullfrog,0.1182,20230522_200000.BirdNET.selection.table.txt,BD-30175A,1,20230522_200000.WAV36153618BD-30175A,Rohit,Amy,50,t-11113588_50,,,,,,0
2166,Spectrogram 1,1,20230522_200000.WAV,13776,13779,0,15000,t-11113588,American Bullfrog,0.6032,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV1377613779BD-30175A,Rohit,Ethan,500,t-11113588_500,,,,,,0
551,Spectrogram 1,1,20230520_000000.WAV,1863,1866,0,15000,t-11113588,American Bullfrog,0.7346,20230520_000000.BirdNET.selection.table.txt,BD-30175A,4,20230520_000000.WAV18631866BD-30175A,Camille,Rohit,501,t-11113588_501,,,,,,0
2382,Spectrogram 1,1,20230523_200000.WAV,11088,11091,0,15000,t-11113588,American Bullfrog,0.6335,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1108811091BD-30175A,Diana,Ann,502,t-11113588_502,,,,,,0
1723,Spectrogram 1,1,20230525_200000.WAV,7263,7266,0,15000,t-11113588,American Bullfrog,0.6035,20230525_200000.BirdNET.selection.table.txt,BD-30175A,4,20230525_200000.WAV72637266BD-30175A,Ethan,Amy,503,t-11113588_503,,,,,,0
2815,Spectrogram 1,1,20230523_200000.WAV,12222,12225,0,15000,t-11113588,American Bullfrog,0.6606,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1222212225BD-30175A,Amy,Camille,504,t-11113588_504,,,,,,0
452,Spectrogram 1,1,20230525_000000.WAV,5379,5382,0,15000,t-11113588,American Bullfrog,0.7031,20230525_000000.BirdNET.selection.table.txt,BD-30175A,4,20230525_000000.WAV53795382BD-30175A,Ann,Ethan,505,t-11113588_505,,,,,,0
817,Spectrogram 1,1,20230520_200000.WAV,6942,6945,0,15000,t-11113588,American Bullfrog,0.7611,20230520_200000.BirdNET.selection.table.txt,BD-30175A,4,20230520_200000.WAV69426945BD-30175A,Rohit,Amy,506,t-11113588_506,,,,,,0
1369,Spectrogram 1,1,20230522_200000.WAV,4236,4239,0,15000,t-11113588,American Bullfrog,0.7576,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV42364239BD-30175A,Camille,Amy,507,t-11113588_507,,,,,,0
2951,Spectrogram 1,1,20230523_200000.WAV,12465,12468,0,15000,t-11113588,American Bullfrog,0.6392,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1246512468BD-30175A,Diana,Ethan,508,t-11113588_508,,,,,,0
1265,Spectrogram 1,1,20230522_200000.WAV,3975,3978,0,15000,t-11113588,American Bullfrog,0.6675,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV39753978BD-30175A,Ethan,Ann,509,t-11113588_509,,,,,,0
2231,Spectrogram 1,1,20230520_000000.WAV,9279,9282,0,15000,t-11113588,American Bullfrog,0.1411,20230520_000000.BirdNET.selection.table.txt,BD-30175A,1,20230520_000000.WAV92799282BD-30175A,Camille,Ann,51,t-11113588_51,,,,,,0
1885,Spectrogram 1,1,20230523_200000.WAV,8712,8715,0,15000,t-11113588,American Bullfrog,0.6267,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV87128715BD-30175A,Amy,Ann,510,t-11113588_510,,,,,,0
1534,Spectrogram 1,1,20230524_200000.WAV,8337,8340,0,15000,t-11113588,American Bullfrog,0.6132,20230524_200000.BirdNET.selection.table.txt,BD-30175A,4,20230524_200000.WAV83378340BD-30175A,Ann,Ethan,511,t-11113588_511,,,,,,0
1830,Spectrogram 1,1,20230522_000000.WAV,31815,31818,0,15000,t-11113588,American Bullfrog,0.6071,20230522_000000.BirdNET.selection.table.txt,BD-30175A,4,20230522_000000.WAV3181531818BD-30175A,Rohit,Diana,512,t-11113588_512,,,,,,0
2716,Spectrogram 1,1,20230523_200000.WAV,12036,12039,0,15000,t-11113588,American Bullfrog,0.7318,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1203612039BD-30175A,Camille,Amy,513,t-11113588_513,,,,,,0
761,Spectrogram 1,1,20230520_200000.WAV,6165,6168,0,15000,t-11113588,American Bullfrog,0.607,20230520_200000.BirdNET.selection.table.txt,BD-30175A,4,20230520_200000.WAV61656168BD-30175A,Diana,Rohit,514,t-11113588_514,,,,,,0
1846,Spectrogram 1,1,20230527_200000.WAV,12495,12498,0,15000,t-11113588,American Bullfrog,0.6033,20230527_200000.BirdNET.selection.table.txt,BD-30175A,4,20230527_200000.WAV1249512498BD-30175A,Ethan,Ann,515,t-11113588_515,,,,,,0
91,Spectrogram 1,1,20230522_200000.WAV,276,279,0,15000,t-11113588,American Bullfrog,0.7493,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV276279BD-30175A,Amy,Diana,516,t-11113588_516,,,,,,0
609,Spectrogram 1,1,20230520_000000.WAV,2043,2046,0,15000,t-11113588,American Bullfrog,0.6234,20230520_000000.BirdNET.selection.table.txt,BD-30175A,4,20230520_000000.WAV20432046BD-30175A,Ann,Ethan,517,t-11113588_517,,,,,,0
214,Spectrogram 1,1,20230522_200000.WAV,702,705,0,15000,t-11113588,American Bullfrog,0.7045,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV702705BD-30175A,Rohit,Ethan,518,t-11113588_518,,,,,,0
2573,Spectrogram 1,1,20230523_200000.WAV,11637,11640,0,15000,t-11113588,American Bullfrog,0.6288,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1163711640BD-30175A,Camille,Diana,519,t-11113588_519,,,,,,0
1529,Spectrogram 1,1,20230522_200000.WAV,5154,5157,0,15000,t-11113588,American Bullfrog,0.1191,20230522_200000.BirdNET.selection.table.txt,BD-30175A,1,20230522_200000.WAV51545157BD-30175A,Diana,Rohit,52,t-11113588_52,,,,,,0
3125,Spectrogram 1,1,20230523_200000.WAV,13494,13497,0,15000,t-11113588,American Bullfrog,0.6754,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1349413497BD-30175A,Diana,Rohit,520,t-11113588_520,,,,,,0
1246,Spectrogram 1,1,20230526_200000.WAV,6120,6123,0,15000,t-11113588,American Bullfrog,0.685,20230526_200000.BirdNET.selection.table.txt,BD-30175A,4,20230526_200000.WAV61206123BD-30175A,Ethan,Rohit,521,t-11113588_521,,,,,,0
482,Spectrogram 1,1,20230525_000000.WAV,5448,5451,0,15000,t-11113588,American Bullfrog,0.7064,20230525_000000.BirdNET.selection.table.txt,BD-30175A,4,20230525_000000.WAV54485451BD-30175A,Amy,Camille,522,t-11113588_522,,,,,,0
1275,Spectrogram 1,1,20230522_200000.WAV,3993,3996,0,15000,t-11113588,American Bullfrog,0.7894,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV39933996BD-30175A,Ann,Amy,523,t-11113588_523,,,,,,0
2262,Spectrogram 1,1,20230523_200000.WAV,10626,10629,0,15000,t-11113588,American Bullfrog,0.6058,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1062610629BD-30175A,Rohit,Ethan,524,t-11113588_524,,,,,,0
109,Spectrogram 1,1,20230522_200000.WAV,363,366,0,15000,t-11113588,American Bullfrog,0.6228,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV363366BD-30175A,Camille,Diana,525,t-11113588_525,,,,,,0
2654,Spectrogram 1,1,20230525_000000.WAV,31245,31248,0,15000,t-11113588,American Bullfrog,0.7862,20230525_000000.BirdNET.selection.table.txt,BD-30175A,4,20230525_000000.WAV3124531248BD-30175A,Diana,Camille,526,t-11113588_526,,,,,,0
229,Spectrogram 1,1,20230522_200000.WAV,738,741,0,15000,t-11113588,American Bullfrog,0.6631,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV738741BD-30175A,Ethan,Ann,527,t-11113588_527,,,,,,0
1229,Spectrogram 1,1,20230526_200000.WAV,6045,6048,0,15000,t-11113588,American Bullfrog,0.7323,20230526_200000.BirdNET.selection.table.txt,BD-30175A,4,20230526_200000.WAV60456048BD-30175A,Amy,Ethan,528,t-11113588_528,,,,,,0
2041,Spectrogram 1,1,20230522_200000.WAV,12519,12522,0,15000,t-11113588,American Bullfrog,0.7452,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV1251912522BD-30175A,Ann,Amy,529,t-11113588_529,,,,,,0
2176,Spectrogram 1,1,20230523_200000.WAV,9999,10002,0,15000,t-11113588,American Bullfrog,0.1914,20230523_200000.BirdNET.selection.table.txt,BD-30175A,1,20230523_200000.WAV999910002BD-30175A,Ethan,Diana,53,t-11113588_53,,,,,,0
2213,Spectrogram 1,1,20230523_200000.WAV,10206,10209,0,15000,t-11113588,American Bullfrog,0.636,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1020610209BD-30175A,Rohit,Ann,530,t-11113588_530,,,,,,0
2728,Spectrogram 1,1,20230525_200000.WAV,12066,12069,0,15000,t-11113588,American Bullfrog,0.7887,20230525_200000.BirdNET.selection.table.txt,BD-30175A,4,20230525_200000.WAV1206612069BD-30175A,Camille,Ann,531,t-11113588_531,,,,,,0
2491,Spectrogram 1,1,20230523_200000.WAV,11340,11343,0,15000,t-11113588,American Bullfrog,0.7896,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1134011343BD-30175A,Diana,Ann,532,t-11113588_532,,,,,,0
337,Spectrogram 1,1,20230522_200000.WAV,1020,1023,0,15000,t-11113588,American Bullfrog,0.7009,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV10201023BD-30175A,Ethan,Amy,533,t-11113588_533,,,,,,0
3137,Spectrogram 1,1,20230523_200000.WAV,13524,13527,0,15000,t-11113588,American Bullfrog,0.7454,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1352413527BD-30175A,Amy,Ethan,534,t-11113588_534,,,,,,0
1305,Spectrogram 1,1,20230522_200000.WAV,4077,4080,0,15000,t-11113588,American Bullfrog,0.7204,20230522_200000.BirdNET.selection.table.txt,BD-30175A,4,20230522_200000.WAV40774080BD-30175A,Ann,Ethan,535,t-11113588_535,,,,,,0
2345,Spectrogram 1,1,20230523_200000.WAV,10977,10980,0,15000,t-11113588,American Bullfrog,0.7403,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1097710980BD-30175A,Rohit,Camille,536,t-11113588_536,,,,,,0
2722,Spectrogram 1,1,20230525_200000.WAV,12051,12054,0,15000,t-11113588,American Bullfrog,0.7894,20230525_200000.BirdNET.selection.table.txt,BD-30175A,4,20230525_200000.WAV1205112054BD-30175A,Camille,Rohit,537,t-11113588_537,,,,,,0
1060,Spectrogram 1,1,20230520_200000.WAV,8265,8268,0,15000,t-11113588,American Bullfrog,0.6762,20230520_200000.BirdNET.selection.table.txt,BD-30175A,4,20230520_200000.WAV82658268BD-30175A,Diana,Ethan,538,t-11113588_538,,,,,,0
968,Spectrogram 1,1,20230523_000000.WAV,18249,18252,0,15000,t-11113588,American Bullfrog,0.7617,20230523_000000.BirdNET.selection.table.txt,BD-30175A,4,20230523_000000.WAV1824918252BD-30175A,Ethan,Rohit,539,t-11113588_539,,,,,,0
507,Spectrogram 1,1,20230526_000000.WAV,4149,4152,0,15000,t-11113588,American Bullfrog,0.189,20230526_000000.BirdNET.selection.table.txt,BD-30175A,1,20230526_000000.WAV41494152BD-30175A,Amy,Diana,54,t-11113588_54,,,,,,0
1413,Spectrogram 1,1,20230524_200000.WAV,6462,6465,0,15000,t-11113588,American Bullfrog,0.6518,20230524_200000.BirdNET.selection.table.txt,BD-30175A,4,20230524_200000.WAV64626465BD-30175A,Amy,Ann,540,t-11113588_540,,,,,,0
1200,Spectrogram 1,1,20230520_200000.WAV,8973,8976,0,15000,t-11113588,American Bullfrog,0.636,20230520_200000.BirdNET.selection.table.txt,BD-30175A,4,20230520_200000.WAV89738976BD-30175A,Ann,Diana,541,t-11113588_541,,,,,,0
2943,Spectrogram 1,1,20230523_200000.WAV,12456,12459,0,15000,t-11113588,American Bullfrog,0.7536,20230523_200000.BirdNET.selection.table.txt,BD-30175A,4,20230523_200000.WAV1245612459BD-30175A,Rohit,Amy,542,t-11113588_542,,,,,,0
