Selection,View,Channel,Begin.File,Begin.Time..s.,End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species.Code,Common.Name,Confidence,birdnetfile,site,bins,date,time,reviewer_1,reviewer_2,ID,sample_id,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label,segment_id,clip_id
2797,Spectrogram 1,1,20230525_200000.WAV,13602,13605,0,15000,t-11031961,Coyote,0.9881,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Diana,186,t-11031961_186_9sec,277.7,3114.0,6.035,3.0,COYOTE,1,1,c
1914,Spectrogram 1,1,20230521_000000.WAV,15990,15993,0,15000,t-11031961,Coyote,0.8655,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Amy,Ann,187,t-11031961_187_9sec,316.8,3049.5,3.9878,1.0269,COYOTE,1,1,a
2986,Spectrogram 1,1,20230527_000000.WAV,17913,17916,0,15000,t-11031961,Coyote,0.9086,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Rohit,188,t-11031961_188_9sec,117.6,4490.2,0.0379,3.0,COYOTE,1,1,a
2986,Spectrogram 1,1,20230527_000000.WAV,17913,17916,0,15000,t-11031961,Coyote,0.9086,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Rohit,188,t-11031961_188_9sec,117.6,4490.2,3.0379,3.0,COYOTE,1,1,b
2986,Spectrogram 1,1,20230527_000000.WAV,17913,17916,0,15000,t-11031961,Coyote,0.9086,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Rohit,188,t-11031961_188_9sec,117.6,4490.2,6.0379,2.9312000000000005,COYOTE,1,1,c
2833,Spectrogram 1,1,20230527_200000.WAV,8058,8061,0,15000,t-11031961,Coyote,0.7312,20230527_200000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,20:00:00,Rohit,Diana,189,t-11031961_189_9sec,194.175,3300.971,2.967,2.603,COYOTE,1,1,a
1188,Spectrogram 1,1,20230523_000000.WAV,7686,7689,0,15000,t-11031961,Coyote,0.1274,20230523_000000.BirdNET.selection.table.txt,BD-29267A,1,5/23/23,00:00:00,Amy,Ethan,18,t-11031961_18_9sec,,,,,,0,1,a
837,Spectrogram 1,1,20230524_200000.WAV,3429,3432,0,15000,t-11031961,Coyote,0.6286,20230524_200000.BirdNET.selection.table.txt,BD-29267A,4,5/24/23,20:00:00,Camille,Ethan,190,t-11031961_190_9sec,405.1,2971.1,4.3357,2.3239,COYOTE,1,1,a
1806,Spectrogram 1,1,20230527_000000.WAV,14379,14382,0,15000,t-11031961,Coyote,0.8603,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Ann,191,t-11031961_191_9sec,217.8,3524.8,0.0168,3.0,COYOTE,1,1,a
1806,Spectrogram 1,1,20230527_000000.WAV,14379,14382,0,15000,t-11031961,Coyote,0.8603,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Ann,191,t-11031961_191_9sec,217.8,3524.8,3.0168,0.44810000000000016,COYOTE,1,1,b
1806,Spectrogram 1,1,20230527_000000.WAV,14379,14382,0,15000,t-11031961,Coyote,0.8603,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Ann,191,t-11031961_191_9sec,217.8,3366.3,4.0395,3.0,COYOTE,1,2,a
1806,Spectrogram 1,1,20230527_000000.WAV,14379,14382,0,15000,t-11031961,Coyote,0.8603,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Ann,191,t-11031961_191_9sec,217.8,3366.3,7.0395,1.9461000000000004,COYOTE,1,2,b
3492,Spectrogram 1,1,20230523_000000.WAV,17988,17991,0,15000,t-11031961,Coyote,0.7531,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ethan,Camille,192,t-11031961_192_9sec,138.8,3034.7,3.8532,3.0,COYOTE,1,1,a
3492,Spectrogram 1,1,20230523_000000.WAV,17988,17991,0,15000,t-11031961,Coyote,0.7531,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ethan,Camille,192,t-11031961_192_9sec,138.8,3034.7,6.8532,2.1346999999999996,COYOTE,1,1,b
3492,Spectrogram 1,1,20230523_000000.WAV,17988,17991,0,15000,t-11031961,Coyote,0.7531,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ethan,Camille,192,t-11031961_192_9sec,129.6,3759.3,8.9929,3.0,COYOTE,1,2,a
3492,Spectrogram 1,1,20230523_000000.WAV,17988,17991,0,15000,t-11031961,Coyote,0.7531,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ethan,Camille,192,t-11031961_192_9sec,129.6,3759.3,11.9929,3.0,COYOTE,1,2,b
3492,Spectrogram 1,1,20230523_000000.WAV,17988,17991,0,15000,t-11031961,Coyote,0.7531,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ethan,Camille,192,t-11031961_192_9sec,129.6,3759.3,14.9929,3.0,COYOTE,1,2,c
3492,Spectrogram 1,1,20230523_000000.WAV,17988,17991,0,15000,t-11031961,Coyote,0.7531,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ethan,Camille,192,t-11031961_192_9sec,129.6,3759.3,17.9929,0.011100000000000776,COYOTE,1,2,d
2814,Spectrogram 1,1,20230527_200000.WAV,8025,8028,0,15000,t-11031961,Coyote,0.624,20230527_200000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,20:00:00,Amy,Ethan,193,t-11031961_193_9sec,175.2,3230.6,0.4113,1.7121,COYOTE,1,1,a
2814,Spectrogram 1,1,20230527_200000.WAV,8025,8028,0,15000,t-11031961,Coyote,0.624,20230527_200000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,20:00:00,Amy,Ethan,193,t-11031961_193_9sec,116.8,3289.0,2.9285,2.3506,COYOTE,1,2,a
3510,Spectrogram 1,1,20230523_000000.WAV,18018,18021,0,15000,t-11031961,Coyote,0.9837,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Ann,Diana,194,t-11031961_194_9sec,196.1,2431.4,0.0288,1.3001,COYOTE,1,1,a
3510,Spectrogram 1,1,20230523_000000.WAV,18018,18021,0,15000,t-11031961,Coyote,0.9837,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Ann,Diana,194,t-11031961_194_9sec,117.6,3137.3,2.6196,3.0,COYOTE,1,2,a
3510,Spectrogram 1,1,20230523_000000.WAV,18018,18021,0,15000,t-11031961,Coyote,0.9837,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Ann,Diana,194,t-11031961_194_9sec,117.6,3137.3,5.6196,0.08070000000000022,COYOTE,1,2,b
3510,Spectrogram 1,1,20230523_000000.WAV,18018,18021,0,15000,t-11031961,Coyote,0.9837,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Ann,Diana,194,t-11031961_194_9sec,176.5,1921.6,6.7084,2.2799,COYOTE,1,3,a
1812,Spectrogram 1,1,20230527_000000.WAV,14388,14391,0,15000,t-11031961,Coyote,0.629,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Camille,195,t-11031961_195_9sec,173.9,2817.4,0.0027,1.4386,COYOTE,1,1,a
1812,Spectrogram 1,1,20230527_000000.WAV,14388,14391,0,15000,t-11031961,Coyote,0.629,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Camille,195,t-11031961_195_9sec,139.1,3617.4,1.9446,3.0,COYOTE,1,2,a
1812,Spectrogram 1,1,20230527_000000.WAV,14388,14391,0,15000,t-11031961,Coyote,0.629,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Camille,195,t-11031961_195_9sec,139.1,3617.4,4.9446,3.0,COYOTE,1,2,b
1812,Spectrogram 1,1,20230527_000000.WAV,14388,14391,0,15000,t-11031961,Coyote,0.629,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Camille,195,t-11031961_195_9sec,139.1,3617.4,7.9446,1.0309999999999997,COYOTE,1,2,c
2149,Spectrogram 1,1,20230527_000000.WAV,15888,15891,0,15000,t-11031961,Coyote,0.5881,20230527_000000.BirdNET.selection.table.txt,BD-29267A,3,5/27/23,00:00:00,Camille,Amy,196,t-11031961_196_9sec,217.1,2232.6,0.1302,0.8455,COYOTE,1,1,a
2149,Spectrogram 1,1,20230527_000000.WAV,15888,15891,0,15000,t-11031961,Coyote,0.5881,20230527_000000.BirdNET.selection.table.txt,BD-29267A,3,5/27/23,00:00:00,Camille,Amy,196,t-11031961_196_9sec,420.1,2562.4,5.6227,1.6543,COYOTE,1,2,a
3000,Spectrogram 1,1,20230527_000000.WAV,17934,17937,0,15000,t-11031961,Coyote,0.9925,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Amy,197,t-11031961_197_9sec,0.0,3308.5,0.191,3.0,COYOTE,1,1,a
3000,Spectrogram 1,1,20230527_000000.WAV,17934,17937,0,15000,t-11031961,Coyote,0.9925,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Amy,197,t-11031961_197_9sec,0.0,3308.5,3.191,3.0,COYOTE,1,1,b
3000,Spectrogram 1,1,20230527_000000.WAV,17934,17937,0,15000,t-11031961,Coyote,0.9925,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Amy,197,t-11031961_197_9sec,0.0,3308.5,6.191,2.5070999999999994,COYOTE,1,1,c
1804,Spectrogram 1,1,20230527_000000.WAV,14376,14379,0,15000,t-11031961,Coyote,0.9821,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ethan,Camille,198,t-11031961_198_9sec,0.0,3366.9,0.1674,3.0,COYOTE,1,1,a
1804,Spectrogram 1,1,20230527_000000.WAV,14376,14379,0,15000,t-11031961,Coyote,0.9821,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ethan,Camille,198,t-11031961_198_9sec,0.0,3366.9,3.1673999999999998,3.0,COYOTE,1,1,b
1804,Spectrogram 1,1,20230527_000000.WAV,14376,14379,0,15000,t-11031961,Coyote,0.9821,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ethan,Camille,198,t-11031961_198_9sec,0.0,3366.9,6.1674,2.7165,COYOTE,1,1,c
2828,Spectrogram 1,1,20230527_200000.WAV,8052,8055,0,15000,t-11031961,Coyote,0.8953,20230527_200000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,20:00:00,Amy,Rohit,199,t-11031961_199_9sec,175.2,1595.9,0.0513,1.564,COYOTE,1,1,a
2828,Spectrogram 1,1,20230527_200000.WAV,8052,8055,0,15000,t-11031961,Coyote,0.8953,20230527_200000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,20:00:00,Amy,Rohit,199,t-11031961_199_9sec,37.3,3018.6,3.4991,2.4815,COYOTE,1,2,a
2828,Spectrogram 1,1,20230527_200000.WAV,8052,8055,0,15000,t-11031961,Coyote,0.8953,20230527_200000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,20:00:00,Amy,Rohit,199,t-11031961_199_9sec,335.4,2385.1,7.7608,1.2228,COYOTE,1,3,a
3497,Spectrogram 1,1,20230523_000000.WAV,18000,18003,0,15000,t-11031961,Coyote,0.9396,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Ann,Rohit,19,t-11031961_19_9sec,99.0,3485.1,0.3698,3.0,COYOTE,1,1,a
3497,Spectrogram 1,1,20230523_000000.WAV,18000,18003,0,15000,t-11031961,Coyote,0.9396,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Ann,Rohit,19,t-11031961_19_9sec,99.0,3485.1,3.3698,3.0,COYOTE,1,1,b
3497,Spectrogram 1,1,20230523_000000.WAV,18000,18003,0,15000,t-11031961,Coyote,0.9396,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Ann,Rohit,19,t-11031961_19_9sec,99.0,3485.1,6.3698,2.639099999999999,COYOTE,1,1,c
2045,Spectrogram 1,1,20230520_000000.WAV,14157,14160,0,15000,t-11031961,Coyote,0.1818,20230520_000000.BirdNET.selection.table.txt,BD-29050B,1,5/20/23,00:00:00,Ann,Camille,1,t-11031961_1_9sec,,,,,,0,1,a
2154,Spectrogram 1,1,20230527_000000.WAV,15897,15900,0,15000,t-11031961,Coyote,0.9701,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Camille,200,t-11031961_200_9sec,137.3,3411.8,0.0432,3.0,COYOTE,1,1,a
2154,Spectrogram 1,1,20230527_000000.WAV,15897,15900,0,15000,t-11031961,Coyote,0.9701,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Camille,200,t-11031961_200_9sec,137.3,3411.8,3.0432,2.5490000000000004,COYOTE,1,1,b
2154,Spectrogram 1,1,20230527_000000.WAV,15897,15900,0,15000,t-11031961,Coyote,0.9701,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Camille,200,t-11031961_200_9sec,215.7,2705.9,6.6191,2.3364,COYOTE,1,2,a
660,Spectrogram 1,1,20230522_000000.WAV,4581,4584,0,15000,t-11031961,Coyote,0.5664,20230522_000000.BirdNET.selection.table.txt,BD-29267A,3,5/22/23,00:00:00,Rohit,Camille,201,t-11031961_201_9sec,,,,,,0,1,a
1296,Spectrogram 1,1,20230523_200000.WAV,6552,6555,0,15000,t-11031961,Coyote,0.6477,20230523_200000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,20:00:00,Camille,Ethan,202,t-11031961_202_9sec,,,,,,0,1,a
775,Spectrogram 1,1,20230521_200000.WAV,3507,3510,0,15000,t-11031961,Coyote,0.5237,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,5/21/23,20:00:00,Diana,Rohit,203,t-11031961_203_9sec,,,,,,0,1,a
2782,Spectrogram 1,1,20230525_200000.WAV,13575,13578,0,15000,t-11031961,Coyote,0.8734,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Rohit,204,t-11031961_204_9sec,333.3,3185.2,0.0131,3.0,COYOTE,1,1,a
2782,Spectrogram 1,1,20230525_200000.WAV,13575,13578,0,15000,t-11031961,Coyote,0.8734,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Rohit,204,t-11031961_204_9sec,333.3,3185.2,3.0131,3.0,COYOTE,1,1,b
2782,Spectrogram 1,1,20230525_200000.WAV,13575,13578,0,15000,t-11031961,Coyote,0.8734,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Rohit,204,t-11031961_204_9sec,333.3,3185.2,6.0131,3.0,COYOTE,1,1,c
1802,Spectrogram 1,1,20230527_000000.WAV,14373,14376,0,15000,t-11031961,Coyote,0.9902,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Amy,Diana,205,t-11031961_205_9sec,116.8,3639.3,0.0384,3.0,COYOTE,1,1,a
1802,Spectrogram 1,1,20230527_000000.WAV,14373,14376,0,15000,t-11031961,Coyote,0.9902,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Amy,Diana,205,t-11031961_205_9sec,116.8,3639.3,3.0384,3.0,COYOTE,1,1,b
1802,Spectrogram 1,1,20230527_000000.WAV,14373,14376,0,15000,t-11031961,Coyote,0.9902,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Amy,Diana,205,t-11031961_205_9sec,116.8,3639.3,6.0384,2.801,COYOTE,1,1,c
2757,Spectrogram 1,1,20230525_200000.WAV,13455,13458,0,15000,t-11031961,Coyote,0.9975,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ann,Ethan,206,t-11031961_206_9sec,490.2,2117.6,0.0107,1.8371,COYOTE,1,1,a
2757,Spectrogram 1,1,20230525_200000.WAV,13455,13458,0,15000,t-11031961,Coyote,0.9975,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ann,Ethan,206,t-11031961_206_9sec,196.1,3392.2,4.7118,2.2705,COYOTE,1,2,a
2695,Spectrogram 1,1,20230525_200000.WAV,12879,12882,0,15000,t-11031961,Coyote,0.8527,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Rohit,Ann,207,t-11031961_207_9sec,217.8,4158.4,0.0686,3.0,COYOTE,1,1,a
2695,Spectrogram 1,1,20230525_200000.WAV,12879,12882,0,15000,t-11031961,Coyote,0.8527,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Rohit,Ann,207,t-11031961_207_9sec,217.8,4158.4,3.0686,3.0,COYOTE,1,1,b
2695,Spectrogram 1,1,20230525_200000.WAV,12879,12882,0,15000,t-11031961,Coyote,0.8527,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Rohit,Ann,207,t-11031961_207_9sec,217.8,4158.4,6.0686,2.9124,COYOTE,1,1,c
2972,Spectrogram 1,1,20230527_000000.WAV,17892,17895,0,15000,t-11031961,Coyote,0.8529,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Diana,208,t-11031961_208_9sec,124.0,4124.0,1.1549,3.0,COYOTE,1,1,a
2972,Spectrogram 1,1,20230527_000000.WAV,17892,17895,0,15000,t-11031961,Coyote,0.8529,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Diana,208,t-11031961_208_9sec,124.0,4124.0,4.1549,3.0,COYOTE,1,1,b
2972,Spectrogram 1,1,20230527_000000.WAV,17892,17895,0,15000,t-11031961,Coyote,0.8529,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Diana,208,t-11031961_208_9sec,124.0,4124.0,7.1549,1.3143000000000002,COYOTE,1,1,c
1381,Spectrogram 1,1,20230523_200000.WAV,6951,6954,0,15000,t-11031961,Coyote,0.161,20230523_200000.BirdNET.selection.table.txt,BD-29267A,1,5/23/23,20:00:00,Rohit,Camille,20,t-11031961_20_9sec,,,,,,0,1,a
1258,Spectrogram 1,1,20230521_000000.WAV,11403,11406,0,15000,t-11031961,Coyote,0.9414,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Ethan,Ann,210,t-11031961_210_9sec,333.3,2111.1,0.033,3.0,COYOTE,1,1,a
1258,Spectrogram 1,1,20230521_000000.WAV,11403,11406,0,15000,t-11031961,Coyote,0.9414,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Ethan,Ann,210,t-11031961_210_9sec,333.3,2111.1,3.033,3.0,COYOTE,1,1,b
1258,Spectrogram 1,1,20230521_000000.WAV,11403,11406,0,15000,t-11031961,Coyote,0.9414,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Ethan,Ann,210,t-11031961_210_9sec,333.3,2111.1,6.033,2.9274000000000004,COYOTE,1,1,c
1258,Spectrogram 1,1,20230521_000000.WAV,11403,11406,0,15000,t-11031961,Coyote,0.9414,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Ethan,Ann,210,t-11031961_210_9sec,314.8,4092.6,8.9872,3.0,COYOTE,1,2,a
1258,Spectrogram 1,1,20230521_000000.WAV,11403,11406,0,15000,t-11031961,Coyote,0.9414,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Ethan,Ann,210,t-11031961_210_9sec,314.8,4092.6,11.9872,3.0,COYOTE,1,2,b
1258,Spectrogram 1,1,20230521_000000.WAV,11403,11406,0,15000,t-11031961,Coyote,0.9414,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Ethan,Ann,210,t-11031961_210_9sec,314.8,4092.6,14.9872,3.0,COYOTE,1,2,c
1258,Spectrogram 1,1,20230521_000000.WAV,11403,11406,0,15000,t-11031961,Coyote,0.9414,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Ethan,Ann,210,t-11031961_210_9sec,314.8,4092.6,17.9872,0.01609999999999978,COYOTE,1,2,d
723,Spectrogram 1,1,20230520_000000.WAV,2739,2742,0,15000,t-11031961,Coyote,0.5852,20230520_000000.BirdNET.selection.table.txt,BD-29267A,3,5/20/23,00:00:00,Amy,Camille,211,t-11031961_211_9sec,,,,,,0,1,a
2748,Spectrogram 1,1,20230524_000000.WAV,14766,14769,0,15000,t-11031961,Coyote,0.7572,20230524_000000.BirdNET.selection.table.txt,BD-29267A,4,5/24/23,00:00:00,Ann,Amy,212,t-11031961_212_9sec,134.3,2552.3,0.2776,3.0,COYOTE,1,1,a
2748,Spectrogram 1,1,20230524_000000.WAV,14766,14769,0,15000,t-11031961,Coyote,0.7572,20230524_000000.BirdNET.selection.table.txt,BD-29267A,4,5/24/23,00:00:00,Ann,Amy,212,t-11031961_212_9sec,134.3,2552.3,3.2776,3.0,COYOTE,1,1,b
2748,Spectrogram 1,1,20230524_000000.WAV,14766,14769,0,15000,t-11031961,Coyote,0.7572,20230524_000000.BirdNET.selection.table.txt,BD-29267A,4,5/24/23,00:00:00,Ann,Amy,212,t-11031961_212_9sec,134.3,2552.3,6.2776,2.5235000000000003,COYOTE,1,1,c
3501,Spectrogram 1,1,20230523_000000.WAV,18006,18009,0,15000,t-11031961,Coyote,0.8872,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Camille,Diana,214,t-11031961_214_9sec,124.0,2914.7,0.0474,3.0,COYOTE,1,1,a
3501,Spectrogram 1,1,20230523_000000.WAV,18006,18009,0,15000,t-11031961,Coyote,0.8872,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Camille,Diana,214,t-11031961_214_9sec,124.0,2914.7,3.0474,3.0,COYOTE,1,1,b
3501,Spectrogram 1,1,20230523_000000.WAV,18006,18009,0,15000,t-11031961,Coyote,0.8872,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Camille,Diana,214,t-11031961_214_9sec,124.0,2914.7,6.0474,2.8575999999999997,COYOTE,1,1,c
3126,Spectrogram 1,1,20230521_000000.WAV,18777,18780,0,15000,t-11031961,Coyote,0.8716,20230521_000000.BirdNET.selection.table.txt,BD-29267A,5,5/21/23,00:00:00,Diana,Rohit,215,t-11031961_215_9sec,186.3,2534.2,3.4112,1.8342,COYOTE,1,1,a
2693,Spectrogram 1,1,20230525_200000.WAV,12873,12876,0,15000,t-11031961,Coyote,0.9983,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Amy,216,t-11031961_216_9sec,272.5,3405.8,0.1668,3.0,COYOTE,1,1,a
2693,Spectrogram 1,1,20230525_200000.WAV,12873,12876,0,15000,t-11031961,Coyote,0.9983,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Amy,216,t-11031961_216_9sec,272.5,3405.8,3.1668,3.0,COYOTE,1,1,b
2693,Spectrogram 1,1,20230525_200000.WAV,12873,12876,0,15000,t-11031961,Coyote,0.9983,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Amy,216,t-11031961_216_9sec,272.5,3405.8,6.1668,2.7426999999999992,COYOTE,1,1,c
1796,Spectrogram 1,1,20230527_000000.WAV,14364,14367,0,15000,t-11031961,Coyote,0.9264,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Amy,Ethan,217,t-11031961_217_9sec,289.4,3511.3,0.0016,3.0,COYOTE,1,1,a
1796,Spectrogram 1,1,20230527_000000.WAV,14364,14367,0,15000,t-11031961,Coyote,0.9264,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Amy,Ethan,217,t-11031961_217_9sec,289.4,3511.3,3.0016,3.0,COYOTE,1,1,b
1796,Spectrogram 1,1,20230527_000000.WAV,14364,14367,0,15000,t-11031961,Coyote,0.9264,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Amy,Ethan,217,t-11031961_217_9sec,289.4,3511.3,6.0016,3.0,COYOTE,1,1,c
1796,Spectrogram 1,1,20230527_000000.WAV,14364,14367,0,15000,t-11031961,Coyote,0.9264,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Amy,Ethan,217,t-11031961_217_9sec,289.4,3511.3,9.0016,0.0016999999999995907,COYOTE,1,1,d
2167,Spectrogram 1,1,20230527_000000.WAV,15918,15921,0,15000,t-11031961,Coyote,0.7672,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Ann,Diana,218,t-11031961_218_9sec,215.7,2451.0,0.0049,0.5511,COYOTE,1,1,a
2167,Spectrogram 1,1,20230527_000000.WAV,15918,15921,0,15000,t-11031961,Coyote,0.7672,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Ann,Diana,218,t-11031961_218_9sec,196.1,2843.1,3.4522,1.0552,COYOTE,1,2,a
2167,Spectrogram 1,1,20230527_000000.WAV,15918,15921,0,15000,t-11031961,Coyote,0.7672,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Ann,Diana,218,t-11031961_218_9sec,176.5,2431.4,5.4401,0.9327,COYOTE,1,3,a
2970,Spectrogram 1,1,20230527_000000.WAV,17889,17892,0,15000,t-11031961,Coyote,0.9927,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Rohit,Ethan,219,t-11031961_219_9sec,154.3,5112.5,3.0993,3.0,COYOTE,1,1,a
2970,Spectrogram 1,1,20230527_000000.WAV,17889,17892,0,15000,t-11031961,Coyote,0.9927,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Rohit,Ethan,219,t-11031961_219_9sec,154.3,5112.5,6.0992999999999995,2.8898,COYOTE,1,1,b
485,Spectrogram 1,1,20230524_000000.WAV,1824,1827,0,15000,t-11031961,Coyote,0.9118,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Camille,Ann,21,t-11031961_21_9sec,,,,,,0,1,a
2042,Spectrogram 1,1,20230526_000000.WAV,10911,10914,0,15000,t-11031961,Coyote,0.5659,20230526_000000.BirdNET.selection.table.txt,BD-29267B,3,5/26/23,00:00:00,Camille,Ethan,220,t-11031961_220_9sec,,,,,,0,1,a
2253,Spectrogram 1,1,20230525_000000.WAV,12774,12777,0,15000,t-11031961,Coyote,0.6285,20230525_000000.BirdNET.selection.table.txt,BD-29267B,4,5/25/23,00:00:00,Diana,Ethan,221,t-11031961_221_9sec,,,,,,0,1,a
2724,Spectrogram 1,1,20230524_000000.WAV,19056,19059,0,15000,t-11031961,Coyote,0.5417,20230524_000000.BirdNET.selection.table.txt,BD-29267B,3,5/24/23,00:00:00,Ethan,Amy,222,t-11031961_222_9sec,,,,,,0,1,a
